,名称,カテゴリー,アドレス,アクセス,築年数,構造,階数,家賃,管理費,敷金,礼金,間取り,面積,URL
10590,ステラコート,賃貸マンション,東京都大田区東糀谷１,京急本線/京急蒲田駅 歩22分,築23年,7階建,3階,14.6万円,10000円,21.9万円,14.6万円,2LDK,51.08m2,https://suumo.jp/chintai/jnc_000078101396/?bc=100309474982
10591,ステラコート,賃貸マンション,東京都大田区東糀谷１,京急本線/京急蒲田駅 歩22分,築23年,7階建,4階,14.6万円,10000円,21.9万円,14.6万円,2LDK,51.08m2,https://suumo.jp/chintai/jnc_000078101397/?bc=100307769475
10592,ステラコート,賃貸マンション,東京都大田区東糀谷１,京急本線/京急蒲田駅 歩22分,築23年,7階建,2階,14.6万円,10000円,21.9万円,14.6万円,2LDK,51.08m2,https://suumo.jp/chintai/jnc_000079086731/?bc=100309547872
10605,豊島３丁目居宅,賃貸一戸建て,東京都北区豊島３,ＪＲ京浜東北線/王子駅 歩18分,築56年,2階建,1-2階,7.5万円,-,7.5万円,7.5万円,2DK,50m2,https://suumo.jp/chintai/jnc_000032163156/?bc=100309733978
10606,豊島３丁目居宅,賃貸一戸建て,東京都北区豊島３,ＪＲ京浜東北線/王子駅 歩18分,築56年,2階建,-,7.5万円,-,7.5万円,7.5万円,2DK,50m2,https://suumo.jp/chintai/jnc_000028059224/?bc=100269192505
10609,東急田園都市線 駒沢大学駅 4階建 新築,賃貸マンション,東京都世田谷区駒沢５,東急田園都市線/駒沢大学駅 歩17分,新築,4階建,4階,15.9万円,3000円,15.9万円,23.85万円,2LDK,52.41m2,https://suumo.jp/chintai/jnc_000078731038/?bc=100309171423
10612,BLESS阿佐ヶ谷 the Seasons B棟,賃貸マンション,東京都杉並区下井草１,ＪＲ中央線/阿佐ケ谷駅 歩20分,築40年,2階建,1階,17.3万円,15000円,17.3万円,20.76万円,3LDK,90.56m2,https://suumo.jp/chintai/jnc_000079001433/?bc=100309087256
10615,西武新宿線 井荻駅 2階建 築47年,賃貸マンション,東京都杉並区清水３,西武新宿線/井荻駅 歩17分,築47年,2階建,2階,10.5万円,-,10.5万円,-,3DK,56.7m2,https://suumo.jp/chintai/jnc_000079057028/?bc=100309641606
10618,KODAヒルズ田園調布,賃貸マンション,東京都大田区田園調布５,東急東横線/田園調布駅 歩15分,築28年,3階建,3階,15.8万円,10000円,15.8万円,-,3LDK,59.8m2,https://suumo.jp/chintai/jnc_000041086997/?bc=100309716398
10621,東急東横線 田園調布駅 3階建 築28年,賃貸マンション,東京都大田区田園調布５,東急東横線/田園調布駅 歩15分,築28年,3階建,3階,15.8万円,10000円,15.8万円,-,3LDK,59.8m2,https://suumo.jp/chintai/jnc_000079120591/?bc=100309693499
10624,リベルジェ南雪谷,賃貸マンション,東京都大田区南雪谷１,東急池上線/雪が谷大塚駅 歩5分,築58年,4階建,4階,17.6万円,4000円,35.2万円,-,3LDK,78.19m2,https://suumo.jp/chintai/jnc_000037438329/?bc=100307460339
10625,リベルジェ南雪谷,賃貸マンション,東京都大田区南雪谷１,東急池上線/雪が谷大塚駅 歩5分,築58年,4階建,3階,18.2万円,4000円,36.4万円,-,3LDK,78.19m2,https://suumo.jp/chintai/jnc_000037438328/?bc=100301962041
10630,谷マンション,賃貸マンション,東京都世田谷区池尻２,東急田園都市線/池尻大橋駅 歩8分,築50年,4階建,1-2階,19.5万円,5000円,19.5万円,19.5万円,2LDK,60m2,https://suumo.jp/chintai/jnc_000079144567/?bc=100309815921
10633,HF馬込レジデンス,賃貸マンション,東京都大田区東馬込１,都営浅草線/馬込駅 歩5分,築22年,地下1地上3階建,2階,20.5万円,10000円,20.5万円,20.5万円,1SLDK,68.67m2,https://suumo.jp/chintai/jnc_000049113144/?bc=100309816108
10636,クリエート三田,賃貸マンション,東京都港区芝３,都営大江戸線/赤羽橋駅 歩5分,築41年,14階建,13階,21万円,-,-,-,ワンルーム,59.44m2,https://suumo.jp/chintai/jnc_000079127112/?bc=100309734672
10637,クリエート三田,賃貸マンション,東京都港区芝３,都営大江戸線/赤羽橋駅 歩5分,築41年,14階建,4階,21.2万円,8000円,21.2万円,-,1LDK,69.27m2,https://suumo.jp/chintai/jnc_000077150237/?bc=100305867071
10642,シティタワー高輪,賃貸マンション,東京都港区高輪１,東京メトロ南北線/白金高輪駅 歩4分,築19年,地下2地上35階建,18階,23万円,10000円,23万円,23万円,1LDK,54.78m2,https://suumo.jp/chintai/jnc_000079012372/?bc=100309075952
10643,シティタワー高輪,賃貸マンション,東京都港区高輪１,東京メトロ南北線/白金高輪駅 歩4分,築19年,地下2地上35階建,18階,23万円,10000円,23万円,23万円,1LDK,54.78m2,https://suumo.jp/chintai/jnc_000079110504/?bc=100309251118
10644,シティタワー高輪,賃貸マンション,東京都港区高輪１,東京メトロ南北線/白金高輪駅 歩4分,築19年,地下2地上35階建,18階,23万円,10000円,23万円,23万円,1LDK,54.78m2,https://suumo.jp/chintai/jnc_000079036843/?bc=100309203613
10651,西尾久1丁目一戸建,賃貸一戸建て,東京都荒川区西尾久１,日暮里・舎人ライナー/赤土小学校前駅 歩7分,築40年,2階建,1階,12万円,-,12万円,12万円,5K,88m2,https://suumo.jp/chintai/jnc_000060902576/?bc=100290541856
10654,飯田橋第一パークファミリア,賃貸マンション,東京都新宿区新小川町,東京メトロ東西線/飯田橋駅 歩12分,築44年,12階建,6階,17.5万円,-,17.5万円,17.5万円,3DK,50.97m2,https://suumo.jp/chintai/jnc_000079036907/?bc=100309188290
10655,飯田橋第一パークファミリア,賃貸マンション,東京都新宿区新小川町,東京メトロ東西線/飯田橋駅 歩12分,築44年,12階建,6階,17.5万円,-,17.5万円,17.5万円,3DK,50.97m2,https://suumo.jp/chintai/jnc_000079133209/?bc=100309743729
10660,ＪＲ中央線 大久保駅 9階建 築51年,賃貸マンション,東京都新宿区北新宿１,ＪＲ中央線/大久保駅 歩6分,築51年,9階建,3階,15.5万円,5000円,15.5万円,15.5万円,1LDK,51.71m2,https://suumo.jp/chintai/jnc_000078937013/?bc=100309348608
10661,ＪＲ中央線 大久保駅 9階建 築51年,賃貸マンション,東京都新宿区北新宿１,ＪＲ中央線/大久保駅 歩6分,築51年,9階建,3階,15.5万円,5000円,15.5万円,15.5万円,1LDK,51.71m2,https://suumo.jp/chintai/jnc_000079104403/?bc=100309590433
10666,東京メトロ日比谷線 三ノ輪駅 10階建 築18年,賃貸マンション,東京都荒川区南千住５,東京メトロ日比谷線/三ノ輪駅 歩4分,築18年,10階建,5階,16.1万円,9000円,16.1万円,32.2万円,3LDK,68.14m2,https://suumo.jp/chintai/jnc_000078130026/?bc=100304495874
10669,ＪＲ中央線 大久保駅 地下4地上22階建 築31年,賃貸マンション,東京都新宿区百人町２,ＪＲ中央線/大久保駅 歩3分,築31年,地下4地上22階建,9階,18.5万円,12000円,18.5万円,-,1LDK,53.06m2,https://suumo.jp/chintai/jnc_000077249783/?bc=100300155383
10670,ＪＲ中央線 大久保駅 地下4地上22階建 築31年,賃貸マンション,東京都新宿区百人町２,ＪＲ中央線/大久保駅 歩3分,築31年,地下4地上22階建,7階,19.3万円,12000円,19.3万円,-,1LDK,51.32m2,https://suumo.jp/chintai/jnc_000078482267/?bc=100308825952
10671,ＪＲ中央線 大久保駅 地下4地上22階建 築31年,賃貸マンション,東京都新宿区百人町２,ＪＲ中央線/大久保駅 歩3分,築31年,地下4地上22階建,10階,19.4万円,12000円,19.4万円,-,1LDK,52.89m2,https://suumo.jp/chintai/jnc_000078437792/?bc=100309566249
10672,ＪＲ中央線 大久保駅 地下4地上22階建 築31年,賃貸マンション,東京都新宿区百人町２,ＪＲ中央線/大久保駅 歩3分,築31年,地下4地上22階建,7階,20.3万円,12000円,20.3万円,-,1LDK,52.89m2,https://suumo.jp/chintai/jnc_000075757502/?bc=100290882528
10673,ＪＲ中央線 大久保駅 地下4地上22階建 築31年,賃貸マンション,東京都新宿区百人町２,ＪＲ中央線/大久保駅 歩3分,築31年,地下4地上22階建,11階,21.3万円,12000円,21.3万円,-,1LDK,51.32m2,https://suumo.jp/chintai/jnc_000077771204/?bc=100309444207
10684,プリムヴェール西尾久メゾンＣ,賃貸マンション,東京都荒川区西尾久８,都電荒川線/荒川車庫前駅 歩3分,築17年,4階建,4階,14.9万円,9000円,14.9万円,29.8万円,3LDK,58.93m2,https://suumo.jp/chintai/jnc_000078815419/?bc=100307884257
10687,ＪＲ高崎線 尾久駅 4階建 築17年,賃貸マンション,東京都荒川区西尾久８,ＪＲ高崎線/尾久駅 歩10分,築17年,4階建,4階,14.9万円,9000円,14.9万円,29.8万円,3LDK,58.93m2,https://suumo.jp/chintai/jnc_000078815420/?bc=100308755798
10690,ＪＲ中央線 荻窪駅 3階建 築44年,賃貸マンション,東京都杉並区天沼２,ＪＲ中央線/荻窪駅 歩13分,築44年,3階建,1-3階,13.9万円,6000円,13.9万円,13.9万円,2DK,52.4m2,https://suumo.jp/chintai/jnc_000078984864/?bc=100308891402
10691,ＪＲ中央線 荻窪駅 3階建 築44年,賃貸マンション,東京都杉並区天沼２,ＪＲ中央線/荻窪駅 歩13分,築44年,3階建,2-3階,13.9万円,6000円,13.9万円,13.9万円,2DK,52.4m2,https://suumo.jp/chintai/jnc_000079070726/?bc=100309391348
10696,GranDuo神楽坂II,賃貸マンション,東京都新宿区北山伏町,都営大江戸線/牛込神楽坂駅 歩3分,築3年,10階建,2階,23万円,18000円,23万円,23万円,2K,56.01m2,https://suumo.jp/chintai/jnc_000079148859/?bc=100197571877
10699,玉川２丁目ヘーベルハウス,賃貸マンション,東京都世田谷区玉川２,東急田園都市線/二子玉川駅 歩3分,築30年,2階建,1階,17.5万円,-,17.5万円,17.5万円,1LDK,55.27m2,https://suumo.jp/chintai/jnc_000078831691/?bc=100308370265
10702,早稲田ハイツかすが,賃貸マンション,東京都新宿区西早稲田３,都電荒川線/面影橋駅 歩1分,築45年,7階建,5階,17.5万円,-,17.5万円,17.5万円,2LDK,57.22m2,https://suumo.jp/chintai/jnc_000066395465/?bc=100309719769
10705,東急田園都市線 二子玉川駅 2階建 築30年,賃貸マンション,東京都世田谷区玉川２,東急田園都市線/二子玉川駅 歩3分,築30年,2階建,1階,17.5万円,-,17.5万円,17.5万円,1LDK,55.27m2,https://suumo.jp/chintai/jnc_000078831692/?bc=100308460875
10708,シエルテラス,賃貸マンション,東京都世田谷区駒沢１,東急田園都市線/駒沢大学駅 歩2分,築5年,3階建,1階,24万円,3000円,24万円,24万円,1LDK,72.15m2,https://suumo.jp/chintai/jnc_000078392699/?bc=100309096496
10711,京王線 明大前駅 13階建 築50年,賃貸マンション,東京都世田谷区松原２,京王線/明大前駅 歩2分,築50年,13階建,12階,17.5万円,5000円,17.5万円,17.5万円,2LDK,50.5m2,https://suumo.jp/chintai/jnc_000079006567/?bc=100304702487
10714,東京フロンティアシティ　パーク＆パークス,賃貸マンション,東京都荒川区南千住８,東京メトロ日比谷線/南千住駅 歩17分,築16年,20階建,12階,19.5万円,15000円,19.5万円,19.5万円,3LDK,72.04m2,https://suumo.jp/chintai/jnc_000076475447/?bc=100291895408
10715,東京フロンティアシティ　パーク＆パークス,賃貸マンション,東京都荒川区南千住８,東京メトロ日比谷線/南千住駅 歩17分,築16年,20階建,15階,23万円,-,46万円,23万円,4LDK,89.28m2,https://suumo.jp/chintai/jnc_000067377841/?bc=100305516638
10716,東京フロンティアシティ　パーク＆パークス,賃貸マンション,東京都荒川区南千住８,東京メトロ日比谷線/南千住駅 歩17分,築16年,20階建,15階,23万円,-,46万円,23万円,4LDK,89.28m2,https://suumo.jp/chintai/jnc_000079070858/?bc=100309388935
10717,東京フロンティアシティ　パーク＆パークス,賃貸マンション,東京都荒川区南千住８,東京メトロ日比谷線/南千住駅 歩17分,築16年,20階建,15階,23万円,-,46万円,23万円,4LDK,89.28m2,https://suumo.jp/chintai/jnc_000078444147/?bc=100305705380
10726,京王井の頭線 富士見ヶ丘駅 2階建 築34年,賃貸一戸建て,東京都杉並区宮前３,京王井の頭線/富士見ヶ丘駅 歩18分,築34年,2階建,-,25万円,-,25万円,25万円,5K,109m2,https://suumo.jp/chintai/jnc_000075101292/?bc=100309579766
10727,京王井の頭線 富士見ヶ丘駅 2階建 築34年,賃貸一戸建て,東京都杉並区宮前３,京王井の頭線/富士見ヶ丘駅 歩18分,築34年,2階建,-,25万円,-,25万円,25万円,5K,109m2,https://suumo.jp/chintai/jnc_000079020074/?bc=100309104185
10732,平山ビル,賃貸マンション,東京都大田区大森中３,京急本線/梅屋敷駅 歩3分,築43年,3階建,3階,12万円,-,12万円,12万円,2LDK,84m2,https://suumo.jp/chintai/jnc_000071260090/?bc=100266738015
10735,四谷コーポ,賃貸マンション,東京都新宿区四谷三栄町,ＪＲ中央線/四ツ谷駅 歩6分,築58年,4階建,2階,16万円,8000円,16万円,16万円,1LDK,52.19m2,https://suumo.jp/chintai/jnc_000079099208/?bc=100309593539
10736,四谷コーポ,賃貸マンション,東京都新宿区四谷三栄町,ＪＲ中央線/四ツ谷駅 歩6分,築58年,4階建,3階,16.5万円,8000円,16.5万円,16.5万円,1SLDK,52.19m2,https://suumo.jp/chintai/jnc_000078826336/?bc=100307952833
10741,ペア・ライフ２,賃貸マンション,東京都大田区大森北２,ＪＲ京浜東北線/大森駅 歩7分,築32年,7階建,3階,15.5万円,8000円,15.5万円,15.5万円,2DK,60.06m2,https://suumo.jp/chintai/jnc_000076939421/?bc=100308842912
10742,ペア・ライフ２,賃貸マンション,東京都大田区大森北２,ＪＲ京浜東北線/大森駅 歩7分,築32年,7階建,6階,16万円,8000円,16万円,16万円,2DK,60.06m2,https://suumo.jp/chintai/jnc_000062778095/?bc=100308170534
10747,ＪＲ山手線 日暮里駅 8階建 築21年,賃貸マンション,東京都荒川区東日暮里６,ＪＲ山手線/日暮里駅 歩8分,築21年,8階建,3階,17.5万円,5000円,35万円,17.5万円,3LDK,65.64m2,https://suumo.jp/chintai/jnc_000079038069/?bc=100309204632
10750,東京メトロ有楽町線 江戸川橋駅 10階建 築32年,賃貸マンション,東京都新宿区山吹町,東京メトロ有楽町線/江戸川橋駅 歩5分,築32年,10階建,10階,22万円,15000円,22万円,-,1LDK,66m2,https://suumo.jp/chintai/jnc_000078782295/?bc=100307660494
10753,ＮＥＷ　ＷＥＬＬ,賃貸マンション,東京都大田区中央１,ＪＲ京浜東北線/大森駅 歩14分,築10年,4階建,2階,12.5万円,5000円,12.5万円,12.5万円,1LDK,50.45m2,https://suumo.jp/chintai/jnc_000079138681/?bc=100309785366
10756,ＪＲ京浜東北線 大森駅 4階建 築10年,賃貸マンション,東京都大田区中央１,ＪＲ京浜東北線/大森駅 歩14分,築10年,4階建,2階,12.5万円,5000円,12.5万円,12.5万円,1LDK,50.45m2,https://suumo.jp/chintai/jnc_000079149032/?bc=100309801001
10759,ＪＲ中央線 飯田橋駅 12階建 築44年,賃貸マンション,東京都新宿区新小川町,ＪＲ中央線/飯田橋駅 歩12分,築44年,12階建,6階,17.5万円,-,17.5万円,17.5万円,3DK,50.97m2,https://suumo.jp/chintai/jnc_000079036908/?bc=100309208284
10760,ＪＲ中央線 飯田橋駅 12階建 築44年,賃貸マンション,東京都新宿区新小川町,ＪＲ中央線/飯田橋駅 歩12分,築44年,12階建,6階,17.5万円,-,17.5万円,17.5万円,3DK,50.97m2,https://suumo.jp/chintai/jnc_000079056267/?bc=100309297564
10761,ＪＲ中央線 飯田橋駅 12階建 築44年,賃貸マンション,東京都新宿区新小川町,ＪＲ中央線/飯田橋駅 歩12分,築44年,12階建,6階,17.5万円,-,17.5万円,17.5万円,3DK,50.97m2,https://suumo.jp/chintai/jnc_000079056268/?bc=100309309975
10768,祖師谷6丁目戸建,賃貸一戸建て,東京都世田谷区祖師谷６,小田急線/祖師ヶ谷大蔵駅 歩20分,築1年,2階建,1階,25万円,-,50万円,25万円,3SLDK,94.16m2,https://suumo.jp/chintai/jnc_000078787901/?bc=100302087675
10769,祖師谷6丁目戸建,賃貸一戸建て,東京都世田谷区祖師谷６,小田急線/祖師ヶ谷大蔵駅 歩20分,築1年,2階建,1階,25万円,-,50万円,25万円,3SLDK,94.16m2,https://suumo.jp/chintai/jnc_000078792454/?bc=100302463275
10770,祖師谷6丁目戸建,賃貸一戸建て,東京都世田谷区祖師谷６,小田急線/祖師ヶ谷大蔵駅 歩20分,築1年,2階建,1-2階,25万円,-,50万円,25万円,3SLDK,94.16m2,https://suumo.jp/chintai/jnc_000078831684/?bc=100303716337
10777,ＪＲ総武線 四ツ谷駅 4階建 築58年,賃貸マンション,東京都新宿区四谷三栄町,ＪＲ総武線/四ツ谷駅 歩6分,築58年,4階建,2階,16万円,8000円,16万円,16万円,1LDK,52.19m2,https://suumo.jp/chintai/jnc_000079120320/?bc=100309842847
10778,ＪＲ総武線 四ツ谷駅 4階建 築58年,賃貸マンション,東京都新宿区四谷三栄町,ＪＲ総武線/四ツ谷駅 歩6分,築58年,4階建,3階,16.5万円,8000円,16.5万円,16.5万円,1SLDK,52.19m2,https://suumo.jp/chintai/jnc_000078831378/?bc=100308024373
10783,プレジール桜,賃貸マンション,東京都世田谷区桜３,小田急線/経堂駅 歩16分,築35年,地下1地上3階建,3階,14万円,8000円,14万円,14万円,2LDK,58.72m2,https://suumo.jp/chintai/jnc_000077098917/?bc=100298724733
10786,樋口ビル,賃貸マンション,東京都杉並区天沼２,ＪＲ中央線/荻窪駅 歩13分,築44年,3階建,2階,13.9万円,6000円,13.9万円,-,2DK,52.4m2,https://suumo.jp/chintai/jnc_000079006685/?bc=100308997023
